dr11_1time,dr11_1_temp,dr11_2time,dr11_2_temp,dr11_3time,dr11_3_temp,dr11_4time,dr11_4_temp,dr11_5time,dr11_5_temp,dr11_6time,dr11_6_temp,dr11_7time,dr11_7_temp
1016,40,571,40,636,40,695,40,632,40,829,40,430,40
1016,40,571,40,636,40,695,40,632,40,829,40,430,40
1016,40,571,40,636,40,695,40,632,40,829,40,430,40
1017,40,571,40,636,40,695,40,632,40,829,40,430,40
1017,40,571,40,637,40,695,40,632,40,829,40,430,40
1017,40,572,40,637,40,695,40,632,40,830,40,430,40
1017,40,572,40,637,40,695,40,632,40,830,40,430,40
1017,100,572,40,637,40,695,40,632,40,830,40,431,40
1017,100,572,40,637,40,695,40,632,40,830,40,431,40
1017,100,572,100,637,100,696,40,633,100,830,40,431,40
1017,100,572,100,637,100,696,40,633,100,830,40,431,40
1017,100,572,100,637,100,696,100,633,100,831,40,431,40
1017,100,572,100,637,100,696,100,633,100,831,40,431,40
1017,100,572,100,637,100,696,100,633,100,831,100,431,40
1017,100,572,100,637,100,696,100,633,100,831,100,431,40
1017,100,572,100,637,100,696,100,633,100,831,100,432,40
1017,100,572,100,637,100,696,100,633,100,831,100,432,40
1017,100,572,100,637,100,696,100,633,100,831,100,432,100
1017,100,572,100,637,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1017,100,572,100,638,100,696,100,633,100,831,100,432,100
1018,100,572,100,638,100,696,100,633,100,831,100,432,100
1018,100,572,100,638,100,696,100,633,100,831,100,432,100
1018,100,573,100,638,100,696,100,633,100,831,100,432,100
1018,100,573,100,638,100,696,100,633,100,831,100,432,100
1018,150,573,100,638,150,696,100,633,100,831,100,432,100
1018,150,573,100,638,150,696,100,633,100,831,100,432,100
1018,150,573,100,638,150,696,100,633,100,831,100,432,100
1018,150,573,100,638,150,696,100,633,100,831,100,432,100
1018,150,573,100,638,150,697,100,633,100,832,100,433,100
1018,150,573,100,638,150,697,100,633,100,832,100,433,100
1018,150,573,100,638,150,697,100,633,100,832,100,433,150
1018,150,573,100,638,150,697,100,633,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,100,433,150
1018,150,573,100,638,150,697,150,634,100,832,150,433,150
1018,150,573,100,638,150,697,150,634,100,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,100,638,150,697,150,634,150,832,150,433,150
1018,150,573,150,639,150,697,150,634,150,832,150,433,150
1018,150,573,150,639,150,697,150,634,150,832,150,433,150
1018,150,573,150,639,150,697,150,634,150,832,150,433,150
1018,150,574,150,639,150,697,150,634,150,832,150,433,150
