dr14_1time,dr14_1_temp,dr14_2time,dr14_2_temp,dr14_3time,dr14_3_temp,dr14_4time,dr14_4_temp,dr14_5time,dr14_5_temp,dr14_6time,dr14_6_temp,dr14_7time,dr14_7_temp
878,40,923,40,1019,40,537,40,584,40,967,40,482,40
878,40,923,40,1019,40,537,40,584,40,967,40,482,40
878,40,923,40,1019,40,537,40,584,40,967,40,482,40
878,40,923,40,1019,40,537,40,584,40,967,40,482,40
878,40,923,40,1019,40,537,40,584,40,967,40,482,40
878,40,924,40,1019,40,537,40,585,40,967,40,482,40
878,40,924,40,1019,40,537,40,585,40,967,40,482,40
878,40,924,40,1019,40,537,40,585,40,967,40,482,40
878,40,924,40,1019,40,537,40,585,40,967,40,482,40
878,40,924,40,1019,40,537,40,585,40,968,40,483,40
878,40,924,40,1019,40,537,40,585,40,968,40,483,40
879,100,924,40,1019,40,537,40,585,40,968,40,483,100
879,100,924,40,1019,40,537,40,585,40,968,40,483,100
879,100,924,100,1019,40,538,40,585,40,968,100,483,100
879,100,924,100,1019,40,538,40,585,40,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,40,538,100,585,100,968,100,483,100
879,100,924,100,1020,100,538,100,586,100,968,100,483,100
879,100,924,100,1020,100,538,100,586,100,968,100,483,100
879,100,924,100,1020,100,538,100,586,100,968,100,483,100
879,100,924,100,1020,100,538,100,586,100,968,100,483,100
879,100,925,100,1020,100,538,100,586,100,968,100,483,100
879,100,925,100,1020,100,538,100,586,100,968,100,483,100
879,100,925,100,1020,100,538,100,586,100,969,100,483,100
879,100,925,100,1020,100,538,100,586,100,969,100,483,100
879,100,925,100,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1020,100,538,100,586,100,969,100,484,100
879,100,925,150,1021,100,538,100,586,100,969,100,484,100
879,100,925,150,1021,100,538,100,586,100,969,100,484,100
880,100,925,150,1021,100,538,100,586,100,969,100,484,100
880,100,925,150,1021,100,538,100,586,100,969,150,484,100
880,100,925,150,1021,150,538,100,586,100,969,150,484,150
880,100,925,150,1021,150,538,100,586,100,969,150,484,150
880,150,925,150,1021,150,538,100,586,100,969,150,484,150
880,150,925,150,1021,150,538,100,586,100,969,150,484,150
880,150,925,150,1021,150,539,100,586,100,969,150,484,150
880,150,925,150,1021,150,539,100,586,150,969,150,484,150
880,150,925,150,1021,150,539,100,586,150,969,150,484,150
880,150,925,150,1021,150,539,100,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,586,150,969,150,484,150
880,150,925,150,1021,150,539,150,587,150,969,150,484,150
880,150,925,150,1021,150,539,150,587,150,969,150,484,150
880,150,925,150,1021,150,539,150,587,150,969,150,485,150
880,150,925,150,1021,150,539,150,587,150,970,150,485,150
880,150,925,150,1021,150,539,150,587,150,970,150,485,150
880,150,925,150,1021,150,539,150,587,150,970,150,485,150
880,150,925,150,1021,150,539,150,587,150,970,150,485,150
880,150,926,150,1021,150,539,150,587,150,970,150,485,150
880,150,926,150,1021,150,539,150,587,150,970,150,485,150
880,150,926,150,1021,150,539,150,587,150,970,150,485,150
880,150,926,150,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1021,150,539,150,587,150,970,150,485,150
880,150,926,200,1022,150,539,150,587,150,970,150,485,150
880,150,926,200,1022,150,539,150,587,150,970,150,485,150
881,150,926,200,1022,150,539,150,587,150,970,150,485,150
881,150,926,200,1022,150,539,150,587,150,970,150,485,150
881,150,926,200,1022,150,539,150,587,150,970,150,485,150
881,150,926,200,1022,150,539,150,587,150,970,200,485,150
881,150,926,200,1022,150,539,150,587,150,970,200,485,150
881,150,926,200,1022,150,539,150,587,150,970,200,485,200
881,150,926,200,1022,200,540,150,587,150,970,200,485,200
881,150,926,200,1022,200,540,150,587,150,970,200,485,200
881,150,926,200,1022,200,540,200,587,150,970,200,485,200
881,150,926,200,1022,200,540,200,587,150,970,200,485,200
881,200,926,200,1022,200,540,200,587,150,970,200,485,200
881,200,926,200,1022,200,540,200,587,200,970,200,485,200
881,200,926,200,1022,200,540,200,587,200,970,200,485,200
881,200,926,200,1022,200,540,200,587,200,970,200,485,200
881,200,926,200,1022,200,540,200,588,200,970,200,485,200
881,200,926,200,1022,200,540,200,588,200,970,200,485,200
881,200,926,200,1022,200,540,200,588,200,970,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,926,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,200,1022,200,540,200,588,200,971,200,486,200
881,200,927,240,1022,200,540,200,588,200,971,200,486,200
881,200,927,240,1022,200,540,200,588,200,971,200,486,200
881,200,927,240,1022,200,540,200,588,200,971,200,486,200
881,200,927,240,1023,200,540,200,588,200,971,200,486,200
881,200,927,240,1023,200,540,200,588,200,971,200,486,200
881,200,927,240,1023,200,540,200,588,200,971,200,486,200
881,200,927,240,1023,200,540,200,588,200,971,200,486,200
882,200,927,240,1023,200,540,200,588,200,971,200,486,200
882,200,927,240,1023,200,540,200,588,200,971,200,486,200
882,200,927,240,1023,200,540,200,588,200,971,210,486,200
882,200,927,240,1023,200,540,200,588,200,971,210,486,210
882,250,927,240,1023,200,540,200,588,200,971,210,486,210
882,250,927,240,1023,200,541,200,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,588,200,971,210,486,210
882,250,927,240,1023,200,541,220,589,200,971,210,486,210
882,250,927,240,1023,200,541,220,589,210,971,210,486,210
882,250,927,240,1023,200,541,220,589,210,971,210,487,210
882,250,927,240,1023,200,541,220,589,210,971,210,487,210
