dr12_1time,dr12_1_temp,dr12_2time,dr12_2_temp,dr12_3time,dr12_3_temp,dr12_4time,dr12_4_temp,dr12_5time,dr12_5_temp,dr12_6time,dr12_6_temp,dr12_7time,dr12_7_temp
1028,40,492,40,544,40,771,40,817,40,590,40,889,40
1028,40,492,40,544,40,771,40,817,40,590,40,889,40
1028,40,492,40,544,40,771,40,817,40,590,40,889,40
1028,40,492,40,544,40,771,40,817,40,590,40,889,40
1028,40,492,40,544,40,771,40,817,40,590,40,889,40
1028,40,492,40,544,40,771,40,818,40,591,40,889,40
1028,40,492,40,544,40,771,40,818,40,591,40,889,40
1028,40,493,40,545,40,771,40,818,40,591,40,890,40
1028,40,493,40,545,40,771,40,818,40,591,40,890,40
1029,40,493,40,545,40,772,40,818,40,591,40,890,40
1029,40,493,40,545,40,772,40,818,40,591,40,890,40
1029,40,493,100,545,100,772,100,819,40,591,100,890,100
1029,100,493,100,545,100,772,100,819,40,591,100,890,100
1029,100,493,100,545,100,772,100,819,40,591,100,890,100
1029,100,493,100,545,100,772,100,819,40,591,100,890,100
1029,100,493,100,545,100,772,100,819,100,591,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,493,100,545,100,772,100,819,100,592,100,890,100
1029,100,494,100,545,100,772,100,819,100,592,100,891,100
1029,100,494,100,545,100,772,100,820,100,592,100,891,100
1029,100,494,100,545,100,772,100,820,100,592,100,891,100
1029,100,494,100,545,100,772,100,820,100,592,100,891,100
1029,100,494,100,545,100,772,100,820,100,592,100,891,100
1029,100,494,100,546,100,772,100,820,100,592,100,891,100
1029,100,494,100,546,100,772,100,820,100,592,100,891,100
1029,100,494,100,546,100,772,100,820,100,592,100,891,100
1029,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,772,100,820,100,592,100,891,100
1030,100,494,100,546,100,773,100,820,100,592,150,891,150
1030,100,494,100,546,100,773,100,820,100,592,150,891,150
1030,100,494,100,546,100,773,100,820,100,592,150,891,150
1030,100,494,100,546,100,773,100,820,100,593,150,891,150
1030,100,494,100,546,100,773,100,820,100,593,150,891,150
1030,100,494,100,546,100,773,100,820,100,593,150,891,150
1030,100,494,100,546,100,773,100,820,100,593,150,891,150
1030,100,494,100,546,100,773,150,820,100,593,150,891,150
1030,100,494,150,546,100,773,150,820,100,593,150,892,150
1030,100,494,150,546,100,773,150,820,100,593,150,892,150
1030,100,494,150,546,100,773,150,820,100,593,150,892,150
1030,100,494,150,546,100,773,150,820,100,593,150,892,150
1030,100,494,150,546,100,773,150,820,150,593,150,892,150
1030,150,495,150,546,100,773,150,820,150,593,150,892,150
1030,150,495,150,546,100,773,150,820,150,593,150,892,150
1030,150,495,150,546,100,773,150,821,150,593,150,892,150
1030,150,495,150,546,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1030,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,773,150,821,150,593,150,892,150
1031,150,495,150,547,100,774,150,821,150,593,150,892,150
1031,150,495,150,547,150,774,150,821,150,594,150,892,200
1031,150,495,150,547,150,774,150,821,150,594,150,892,200
1031,150,495,150,547,150,774,150,821,150,594,150,892,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,150,821,150,594,200,893,200
1031,150,495,150,547,150,774,200,821,150,594,200,893,200
1031,150,495,200,547,150,774,200,821,150,594,200,893,200
1031,150,495,200,548,150,774,200,821,150,594,200,893,200
1031,150,495,200,548,150,774,200,822,150,594,200,893,200
1031,150,496,200,548,150,774,200,822,150,594,200,893,200
1031,150,496,200,548,150,774,200,822,200,594,200,893,200
1031,150,496,200,548,150,774,200,822,200,594,200,893,200
1031,200,496,200,548,150,774,200,822,200,594,200,893,200
1031,200,496,200,548,150,774,200,822,200,594,200,893,200
1031,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,774,200,822,200,594,200,893,200
1032,200,496,200,548,150,775,200,822,200,594,200,893,200
1032,200,496,200,548,150,775,200,822,200,595,200,893,200
1032,200,496,200,548,150,775,200,822,200,595,200,893,200
1032,200,496,200,548,150,775,200,822,200,595,200,893,200
1032,200,496,200,548,150,775,200,822,200,595,200,893,200
1032,200,496,200,548,150,775,200,822,200,595,200,893,210
1032,200,496,200,548,200,775,200,822,200,595,200,893,210
1032,200,496,200,548,200,775,200,822,200,595,200,893,210
1032,200,496,200,548,200,775,200,822,200,595,210,894,210
1032,200,496,200,548,200,775,200,822,200,595,210,894,210
1032,200,496,200,548,200,775,200,822,200,595,210,894,210
1032,200,496,200,548,200,775,200,822,200,595,210,894,210
1032,200,496,200,549,200,775,200,822,200,595,210,894,210
1032,200,496,200,549,200,775,200,822,200,595,210,894,210
1032,200,496,200,549,200,775,200,822,200,595,210,894,210
1032,200,496,200,549,200,775,200,822,200,595,210,894,210
1032,200,497,200,549,200,775,220,823,200,595,210,894,210
1032,200,497,200,549,200,775,220,823,200,595,210,894,210
1032,200,497,240,549,200,775,220,823,200,595,210,894,210
1032,200,497,240,549,200,775,220,823,200,595,210,894,210
1032,200,497,240,549,200,775,220,823,200,595,210,894,210
1032,200,497,240,549,200,775,220,823,210,595,210,894,210
1032,200,497,240,549,200,775,220,823,210,595,210,894,210
1032,200,497,240,549,200,775,220,823,210,595,210,894,210
1032,200,497,240,549,200,775,220,823,210,595,210,894,210
1033,200,497,240,549,200,775,220,823,210,595,210,894,210
1033,200,497,240,549,200,775,220,823,210,595,210,894,210
1033,200,497,240,549,200,775,220,823,210,595,210,894,210
1033,200,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,775,220,823,210,595,210,894,210
1033,250,497,240,549,200,776,220,823,210,595,210,894,210
