dr8_1time,dr8_1_temp,dr8_2time,dr8_2_temp,dr8_3time,dr8_3_temp,dr8_4time,dr8_4_temp,dr8_5time,dr8_5_temp,dr8_6time,dr8_6_temp,dr8_7time,dr8_7_temp
508,40,593,40,651,40,725,40,862,40,911,40,1027,40
508,40,593,40,651,40,725,40,862,40,912,40,1027,40
508,40,593,40,651,40,725,40,862,40,912,40,1027,40
508,40,593,40,652,40,725,40,862,40,912,40,1027,40
508,40,593,40,652,40,725,40,862,40,912,40,1027,40
508,40,593,40,652,40,725,40,862,40,912,40,1027,40
508,40,593,40,652,40,725,40,862,40,912,40,1027,40
508,40,593,40,652,40,726,40,863,40,912,40,1027,40
508,40,593,40,652,40,726,40,863,40,912,40,1027,40
508,40,593,40,652,40,726,40,863,40,912,40,1027,40
508,40,593,40,652,40,726,40,863,40,912,40,1027,40
509,40,593,40,652,40,726,100,863,40,913,100,1028,100
509,40,593,40,652,40,726,100,863,40,913,100,1028,100
509,40,593,40,652,100,726,100,863,40,913,100,1028,100
509,40,593,40,652,100,726,100,863,40,913,100,1028,100
509,40,594,100,652,100,726,100,863,40,913,100,1028,100
509,40,594,100,653,100,726,100,863,40,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,863,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
509,100,594,100,653,100,726,100,864,100,913,100,1028,100
510,100,594,100,653,100,727,100,864,100,913,100,1029,100
510,100,594,100,653,100,727,100,864,100,913,100,1029,100
510,100,594,100,653,100,727,100,864,100,913,100,1029,100
510,100,594,100,653,100,727,100,864,100,913,100,1029,100
510,100,594,100,653,100,727,100,864,150,914,150,1029,150
510,100,594,100,653,100,727,100,864,150,914,150,1029,150
510,100,594,100,653,100,727,100,864,150,914,150,1029,150
510,100,594,100,653,100,727,100,864,150,914,150,1029,150
510,100,594,150,653,100,727,100,864,150,914,150,1029,150
510,100,594,150,653,100,727,100,864,150,914,150,1029,150
510,100,594,150,653,150,727,100,864,150,914,150,1029,150
510,100,594,150,653,150,727,100,864,150,914,150,1029,150
510,100,594,150,653,150,727,100,864,150,914,150,1029,150
510,100,594,150,654,150,727,100,864,150,914,150,1029,150
510,150,594,150,654,150,727,100,864,150,914,150,1029,150
510,150,594,150,654,150,727,100,864,150,914,150,1029,150
510,150,594,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,864,150,914,150,1029,150
510,150,595,150,654,150,727,150,865,150,914,150,1029,150
510,150,595,150,654,150,727,150,865,150,914,150,1029,150
510,150,595,200,654,150,727,150,865,150,914,150,1029,150
510,150,595,200,654,150,727,150,865,150,914,150,1029,150
510,150,595,200,654,150,727,150,865,150,914,150,1029,150
510,150,595,200,654,150,727,150,865,200,914,150,1029,150
510,150,595,200,654,150,727,150,865,200,914,150,1030,150
510,150,595,200,654,150,727,150,865,200,914,150,1030,150
510,150,595,200,654,150,727,150,865,200,914,150,1030,150
510,150,595,200,654,150,728,150,865,200,914,200,1030,150
511,150,595,200,654,150,728,150,865,200,914,200,1030,150
511,150,595,200,654,150,728,150,865,200,914,200,1030,150
511,150,595,200,654,200,728,150,865,200,915,200,1030,150
511,150,595,200,654,200,728,150,865,200,915,200,1030,200
511,150,595,200,654,200,728,150,865,200,915,200,1030,200
511,150,595,200,654,200,728,150,865,200,915,200,1030,200
511,150,595,200,654,200,728,200,865,200,915,200,1030,200
511,150,595,200,654,200,728,200,865,200,915,200,1030,200
511,150,595,200,654,200,728,200,865,200,915,200,1030,200
511,150,595,200,654,200,728,200,865,200,915,200,1030,200
